id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
225679,Female,43,1,46,1,1-2 Year,No,49782,124,69,0
25743,Male,40,1,28,0,1-2 Year,Yes,63635,26,226,0
321790,Female,29,1,50,1,< 1 Year,No,29677,152,263,0
59139,Male,23,1,40,0,< 1 Year,Yes,38415,152,296,0
369164,Female,36,1,28,1,1-2 Year,Yes,34800,124,191,0
220541,Female,22,1,27,1,< 1 Year,No,55264,152,45,0
166961,Female,21,1,36,0,< 1 Year,No,37340,160,240,0
338243,Female,25,1,13,1,< 1 Year,No,45517,152,298,0
101263,Male,24,1,41,1,< 1 Year,No,25778,152,57,0
25673,Female,64,1,15,0,1-2 Year,No,2630,152,234,0
202424,Male,20,1,28,0,< 1 Year,Yes,61061,160,134,1
178445,Female,24,1,14,1,< 1 Year,No,25088,152,232,0
92794,Female,26,1,47,0,< 1 Year,Yes,56881,152,84,0
114928,Male,22,1,39,1,< 1 Year,No,28573,160,50,0
326670,Female,20,1,5,0,< 1 Year,Yes,36568,160,228,0
14501,Female,55,1,39,0,1-2 Year,Yes,29752,26,69,0
35544,Female,24,1,37,1,< 1 Year,No,39085,152,24,0
4564,Female,24,1,13,0,< 1 Year,Yes,35146,152,39,0
323257,Female,27,1,30,1,< 1 Year,No,30211,152,214,0
290824,Female,30,1,35,1,< 1 Year,No,22461,152,69,0
221043,Female,22,1,37,0,< 1 Year,No,25057,152,191,0
57398,Female,47,1,35,1,1-2 Year,No,43242,154,130,0
36193,Female,25,1,15,1,< 1 Year,No,31037,152,153,0
366921,Male,49,1,0,0,1-2 Year,Yes,2630,26,215,0
182442,Male,29,1,4,1,< 1 Year,No,31411,152,59,0
64271,Female,25,1,37,0,< 1 Year,Yes,21046,152,227,0
214865,Female,25,1,28,1,< 1 Year,No,67869,152,122,0
230150,Female,25,1,36,1,< 1 Year,No,36214,152,211,0
281768,Male,26,1,21,1,< 1 Year,Yes,25304,152,101,0
149937,Female,44,1,47,0,1-2 Year,No,38398,128,144,0
206098,Female,45,1,28,0,1-2 Year,Yes,64923,26,36,1
320230,Male,21,1,8,0,< 1 Year,No,43445,160,71,0
334978,Male,64,1,28,0,1-2 Year,Yes,54012,26,216,0
292346,Male,26,1,8,0,< 1 Year,No,38538,152,38,0
11787,Male,24,1,41,1,< 1 Year,No,53190,152,144,0
216648,Female,73,1,1,1,1-2 Year,No,2630,124,188,0
137713,Female,47,1,28,0,1-2 Year,Yes,45461,26,94,0
368408,Male,72,1,28,1,1-2 Year,No,38831,26,73,0
175728,Male,69,1,0,0,1-2 Year,Yes,2630,122,13,0
211140,Male,44,1,5,0,1-2 Year,Yes,44251,157,277,0
43287,Male,29,1,41,1,< 1 Year,No,35711,152,150,0
60223,Female,47,1,14,0,1-2 Year,Yes,35320,152,100,0
312760,Male,26,1,45,1,< 1 Year,No,29042,152,242,0
220750,Male,31,1,4,0,1-2 Year,No,27615,154,228,1
252860,Male,67,1,28,0,1-2 Year,Yes,2630,124,29,0
101248,Female,39,1,14,0,1-2 Year,Yes,22894,26,112,0
38211,Female,20,1,25,1,< 1 Year,No,31440,160,159,0
109922,Male,40,1,24,0,1-2 Year,Yes,35959,26,236,0
152736,Male,44,1,29,1,1-2 Year,No,50915,124,183,0
271098,Male,29,1,39,1,< 1 Year,No,47950,151,30,0
359976,Male,58,1,46,0,1-2 Year,Yes,41628,11,149,0
300989,Male,35,1,46,0,1-2 Year,Yes,38343,124,168,0
106284,Male,23,1,41,1,< 1 Year,No,27530,152,287,0
195671,Female,26,1,32,0,< 1 Year,Yes,2630,160,289,0
320082,Male,35,1,38,1,1-2 Year,No,2630,124,24,0
353425,Female,53,1,15,0,1-2 Year,Yes,2630,152,85,0
345982,Male,29,1,8,0,1-2 Year,Yes,24094,124,227,1
254820,Male,73,1,28,0,1-2 Year,Yes,54174,124,154,0
24618,Male,42,1,23,1,1-2 Year,No,24391,124,283,0
196153,Male,68,1,28,1,1-2 Year,No,38102,122,23,0
160275,Male,28,1,46,1,< 1 Year,No,31000,160,31,0
97992,Female,56,1,29,0,1-2 Year,Yes,2630,154,131,0
370157,Male,44,1,33,0,1-2 Year,Yes,35606,26,163,0
173740,Male,51,1,28,0,1-2 Year,Yes,46987,124,101,0
340069,Male,72,1,28,1,1-2 Year,No,2630,122,36,0
235615,Female,25,1,41,1,< 1 Year,No,24409,152,298,0
337667,Female,30,1,28,1,< 1 Year,No,55895,152,92,0
73737,Male,23,1,46,1,< 1 Year,No,31445,152,298,0
124124,Female,23,1,46,1,< 1 Year,No,29431,152,182,0
329731,Female,53,1,3,1,1-2 Year,No,34378,124,221,0
265230,Female,23,1,8,1,< 1 Year,No,41616,152,247,0
313214,Female,32,1,50,1,< 1 Year,No,48068,152,28,0
359156,Female,23,1,8,1,< 1 Year,No,47389,26,125,0
128688,Male,37,1,28,0,1-2 Year,Yes,51156,124,209,1
99151,Female,45,1,47,0,1-2 Year,Yes,29655,154,234,0
360904,Female,69,1,0,0,1-2 Year,No,2630,26,287,0
340035,Female,25,1,30,1,< 1 Year,No,26340,152,77,0
248610,Female,32,1,10,0,1-2 Year,Yes,18510,4,299,1
33152,Male,29,1,41,1,< 1 Year,No,2630,160,233,0
257357,Male,55,1,46,0,1-2 Year,Yes,24433,26,11,0
357126,Female,26,1,28,0,< 1 Year,Yes,43134,152,297,0
126761,Female,52,1,48,0,1-2 Year,Yes,2630,124,52,0
168327,Female,49,1,0,0,1-2 Year,Yes,2630,26,243,0
162965,Male,59,1,28,1,1-2 Year,No,2630,25,134,0
261662,Female,23,1,21,1,< 1 Year,No,24396,152,140,0
159240,Female,24,1,28,1,< 1 Year,No,32373,152,136,0
89262,Male,34,1,30,0,1-2 Year,No,20681,154,247,0
213342,Female,57,1,50,0,1-2 Year,Yes,29808,8,10,0
96281,Male,46,1,28,0,1-2 Year,Yes,25729,25,16,0
63615,Male,47,1,48,0,1-2 Year,No,2630,26,271,0
14546,Male,44,1,28,0,1-2 Year,Yes,78634,26,285,1
246405,Female,53,1,33,0,1-2 Year,Yes,32061,124,290,1
260007,Male,42,1,3,0,1-2 Year,No,16010,26,121,0
105386,Female,62,1,15,1,1-2 Year,No,2630,26,221,0
252406,Female,23,1,35,1,< 1 Year,No,38699,152,222,0
115522,Male,21,1,33,1,< 1 Year,No,26043,152,13,0
28320,Female,28,1,46,1,< 1 Year,No,34395,152,289,0
127961,Female,57,1,28,0,1-2 Year,Yes,58292,124,102,0
67104,Male,78,1,28,1,1-2 Year,No,34117,124,19,0
67150,Male,43,1,23,0,1-2 Year,Yes,20934,156,237,1
214585,Female,20,1,21,1,< 1 Year,No,2630,160,258,0
246024,Male,22,1,29,1,< 1 Year,No,28623,160,155,0
364189,Male,60,1,28,1,1-2 Year,No,39921,26,128,0
84191,Female,23,1,29,1,< 1 Year,No,31545,152,20,0
301812,Male,24,1,18,1,< 1 Year,No,22716,152,165,0
180838,Female,26,1,8,1,< 1 Year,No,42850,152,18,0
380272,Female,41,1,28,1,1-2 Year,No,35743,122,150,0
357225,Male,24,1,9,0,< 1 Year,Yes,47081,152,114,0
153529,Female,21,1,28,0,< 1 Year,Yes,37504,160,33,0
292416,Male,52,1,28,1,1-2 Year,No,31327,124,132,0
281148,Female,32,1,16,0,< 1 Year,Yes,38555,152,231,1
186224,Female,21,1,34,1,< 1 Year,No,30932,160,32,0
268975,Female,78,1,28,0,1-2 Year,Yes,38922,122,21,0
208468,Female,23,1,30,0,< 1 Year,Yes,26706,152,291,0
334851,Female,65,1,28,0,1-2 Year,Yes,27808,124,173,1
118316,Female,22,1,45,1,< 1 Year,No,2630,152,205,0
293698,Male,41,1,28,0,1-2 Year,Yes,28719,26,53,0
102732,Male,23,1,6,1,< 1 Year,No,24419,152,62,0
249252,Male,76,1,28,0,1-2 Year,Yes,44718,26,57,0
221181,Male,25,1,29,1,< 1 Year,No,41741,152,116,0
362268,Female,23,1,30,1,< 1 Year,No,2630,152,42,0
42103,Female,27,1,28,1,< 1 Year,No,37343,152,217,0
105969,Female,24,1,47,0,< 1 Year,Yes,50431,152,210,0
342071,Male,47,1,38,0,1-2 Year,No,41852,124,234,0
324269,Male,35,1,13,0,1-2 Year,Yes,27320,154,92,1
61812,Female,47,1,28,0,> 2 Years,Yes,49352,124,27,0
113684,Male,47,1,8,1,1-2 Year,Yes,44678,26,20,0
11170,Male,22,1,50,1,< 1 Year,No,34834,152,283,0
64550,Male,52,1,3,0,1-2 Year,Yes,22251,26,82,0
88624,Male,24,1,37,1,< 1 Year,No,34063,152,63,0
350896,Male,65,1,43,0,1-2 Year,No,40812,124,67,0
91851,Male,25,1,8,0,< 1 Year,No,48637,152,92,0
350727,Male,22,1,7,1,< 1 Year,No,29508,160,94,0
187216,Male,39,1,28,0,1-2 Year,Yes,48669,31,147,0
39306,Male,39,1,0,0,1-2 Year,Yes,2630,122,104,0
308129,Female,22,1,28,1,< 1 Year,No,26526,152,273,0
84111,Female,38,1,35,1,1-2 Year,No,2630,160,146,0
73188,Male,39,1,28,1,1-2 Year,No,41135,59,241,0
136523,Male,47,1,28,0,1-2 Year,Yes,53624,124,37,0
145502,Male,25,1,43,1,< 1 Year,No,51848,152,187,0
84304,Female,25,1,3,1,< 1 Year,No,27996,152,211,0
126485,Female,43,1,28,1,1-2 Year,No,39463,26,108,0
185900,Female,48,1,38,0,1-2 Year,Yes,2630,26,276,0
237007,Female,30,1,30,1,< 1 Year,No,31340,152,43,0
352602,Male,24,1,37,0,< 1 Year,Yes,34049,151,43,0
3894,Male,25,1,50,1,< 1 Year,No,32141,152,178,0
356974,Female,21,1,23,0,1-2 Year,No,49688,124,87,0
351086,Male,25,1,41,1,< 1 Year,No,25891,152,236,0
379024,Male,42,1,38,0,> 2 Years,Yes,24819,156,212,0
163942,Male,59,1,46,0,1-2 Year,No,36300,124,214,0
203080,Male,25,1,8,1,< 1 Year,No,59273,152,87,0
276102,Female,25,1,15,1,< 1 Year,No,28349,152,49,0
216321,Male,53,1,8,0,1-2 Year,Yes,30776,29,84,0
159964,Male,76,1,28,0,1-2 Year,Yes,61885,124,241,0
108697,Male,62,1,3,1,1-2 Year,No,41545,124,243,0
333160,Female,23,1,15,1,< 1 Year,No,40167,152,30,0
212597,Male,27,1,21,0,< 1 Year,Yes,26214,152,68,1
135193,Female,66,1,28,0,1-2 Year,Yes,2630,26,96,0
86841,Female,23,1,32,1,< 1 Year,No,34247,152,86,0
236233,Female,22,1,12,0,< 1 Year,Yes,24598,152,190,0
133342,Female,23,1,17,0,< 1 Year,No,52098,152,120,0
380547,Female,24,1,47,0,< 1 Year,Yes,36916,152,184,0
60118,Female,41,1,28,0,1-2 Year,Yes,50662,124,161,1
330382,Female,46,1,29,1,1-2 Year,No,46848,156,43,0
41914,Female,39,1,50,1,1-2 Year,Yes,36397,26,263,0
35606,Male,73,1,28,1,1-2 Year,No,57711,125,274,0
118225,Male,24,1,41,1,< 1 Year,No,26270,153,207,0
27254,Male,21,1,7,1,< 1 Year,No,26858,152,268,0
73986,Male,42,1,28,1,1-2 Year,No,39911,124,20,0
23962,Male,48,1,38,0,1-2 Year,Yes,55172,124,33,1
273807,Female,52,1,46,1,1-2 Year,No,2630,26,294,0
23755,Female,26,1,6,1,< 1 Year,No,26401,152,99,0
61427,Male,61,1,35,1,1-2 Year,No,55460,124,56,0
351198,Male,42,1,28,0,1-2 Year,Yes,37108,26,69,0
258746,Male,42,1,28,1,1-2 Year,Yes,50640,29,191,0
217230,Female,39,1,14,0,1-2 Year,Yes,24872,26,206,0
297870,Female,42,1,28,0,1-2 Year,Yes,29661,23,241,0
304206,Male,39,1,28,0,1-2 Year,Yes,52828,26,160,0
205454,Male,54,1,28,0,> 2 Years,Yes,2630,124,113,0
357642,Male,50,1,28,0,1-2 Year,Yes,38560,26,120,1
368300,Male,40,1,15,0,1-2 Year,Yes,35625,26,65,0
60069,Female,42,1,28,1,1-2 Year,No,50894,52,118,0
161837,Female,27,1,37,0,< 1 Year,Yes,2630,152,265,0
90217,Male,48,1,48,0,1-2 Year,Yes,2630,124,13,0
59599,Male,48,1,47,0,1-2 Year,Yes,36195,26,61,0
29236,Male,34,1,16,1,< 1 Year,No,42496,152,77,0
306864,Female,22,1,28,0,1-2 Year,Yes,22485,154,157,1
102411,Female,24,1,32,1,< 1 Year,No,21809,152,176,0
359771,Female,22,1,8,0,< 1 Year,Yes,2630,152,243,0
346988,Female,79,1,4,1,1-2 Year,No,35762,124,63,0
206785,Male,29,1,33,0,< 1 Year,Yes,2630,156,52,0
203929,Male,56,1,28,0,1-2 Year,Yes,29963,37,152,1
9758,Male,45,1,8,0,> 2 Years,Yes,61394,124,179,0
150997,Female,43,1,28,0,1-2 Year,Yes,45243,26,148,1
24517,Female,21,1,23,1,< 1 Year,No,54713,152,262,0
59257,Male,51,1,28,0,1-2 Year,Yes,2630,26,155,0
38301,Male,44,1,28,0,1-2 Year,Yes,33037,124,50,0
309172,Female,21,1,28,1,< 1 Year,No,33031,152,286,0
35667,Male,49,1,32,1,1-2 Year,No,27153,124,89,0
307481,Female,46,1,28,0,1-2 Year,Yes,54551,26,222,1
343470,Female,23,1,46,1,< 1 Year,No,30264,152,290,0
361615,Female,30,1,50,1,< 1 Year,No,37949,152,30,0
302640,Female,22,1,24,1,< 1 Year,No,2630,152,192,0
28379,Male,25,1,28,0,< 1 Year,Yes,51543,152,204,0
245291,Female,29,1,33,0,< 1 Year,Yes,30008,154,208,0
215188,Female,22,1,15,0,< 1 Year,Yes,26595,152,99,0
73033,Male,22,1,28,1,< 1 Year,No,39817,152,171,0
255057,Female,30,1,28,1,1-2 Year,No,23742,26,78,0
375215,Male,23,1,30,1,< 1 Year,No,16607,152,73,0
20888,Male,36,1,18,1,1-2 Year,No,31880,152,127,0
156875,Female,44,1,12,1,1-2 Year,No,47194,124,120,0
323820,Female,22,1,36,1,< 1 Year,No,46359,152,173,0
355152,Male,24,1,28,0,1-2 Year,Yes,2630,122,87,0
344977,Male,56,1,28,0,1-2 Year,Yes,42494,26,203,1
214796,Female,44,1,28,0,1-2 Year,Yes,56676,26,139,0
28650,Female,22,1,36,1,< 1 Year,No,37441,152,22,0
139576,Female,33,1,8,1,< 1 Year,No,23462,152,216,0
254998,Male,28,1,40,0,< 1 Year,Yes,62892,152,160,0
63671,Female,51,1,28,0,1-2 Year,Yes,57536,124,176,0
192079,Female,31,1,2,0,< 1 Year,No,28900,152,80,0
163368,Female,25,1,29,1,< 1 Year,No,31470,152,232,0
229496,Male,49,1,41,0,1-2 Year,Yes,38848,157,289,1
300586,Male,48,1,28,0,1-2 Year,Yes,41506,26,10,0
73152,Male,39,1,45,1,1-2 Year,No,27742,152,100,0
331936,Female,70,1,45,0,1-2 Year,Yes,24356,124,289,1
8151,Female,37,1,28,0,1-2 Year,Yes,38275,26,139,1
71230,Female,28,1,3,1,< 1 Year,No,23234,152,188,0
354454,Male,43,1,8,0,1-2 Year,Yes,40937,124,81,0
141310,Male,31,1,11,0,< 1 Year,Yes,22344,152,67,0
325058,Male,45,1,28,1,1-2 Year,No,35933,124,293,0
160307,Female,22,1,50,1,< 1 Year,No,34518,152,290,0
99270,Male,50,1,28,0,1-2 Year,Yes,45561,26,84,0
348912,Male,73,1,30,1,1-2 Year,No,38323,26,197,0
167081,Female,57,1,28,0,> 2 Years,Yes,43999,26,10,1
115729,Male,26,1,28,0,< 1 Year,Yes,46156,122,181,1
254430,Female,51,1,16,0,1-2 Year,Yes,37668,124,237,0
247411,Male,46,1,35,0,1-2 Year,Yes,22080,10,12,1
8884,Male,51,1,28,0,1-2 Year,Yes,42176,26,274,1
203911,Female,27,1,11,0,< 1 Year,Yes,2630,152,130,0
300158,Male,23,1,2,1,< 1 Year,Yes,39313,152,114,0
286668,Female,37,1,28,1,1-2 Year,No,28991,122,170,0
180527,Male,63,1,28,0,1-2 Year,Yes,32183,30,123,0
23358,Female,25,1,30,0,< 1 Year,Yes,21129,152,195,0
179429,Male,55,1,35,0,1-2 Year,Yes,2630,26,149,1
161090,Male,21,1,47,1,< 1 Year,No,39017,160,234,0
111665,Female,28,1,22,1,< 1 Year,No,30039,152,89,0
61900,Female,22,1,8,0,< 1 Year,Yes,31570,152,43,1
264162,Female,25,1,8,0,< 1 Year,Yes,43748,26,158,0
156482,Male,23,1,28,0,< 1 Year,Yes,32512,26,287,1
128856,Male,41,1,41,0,1-2 Year,Yes,28306,136,42,0
357194,Male,30,1,29,0,< 1 Year,Yes,23545,152,179,0
18247,Male,79,1,48,0,1-2 Year,Yes,2630,15,40,0
15110,Male,77,0,28,1,1-2 Year,No,40988,26,192,0
355843,Male,23,1,33,0,< 1 Year,Yes,32293,152,245,0
154512,Female,23,1,23,0,1-2 Year,Yes,2630,156,257,0
94947,Male,24,1,32,0,< 1 Year,Yes,22254,152,299,0
187655,Female,60,1,28,1,1-2 Year,No,32914,26,31,0
184070,Female,26,1,41,1,< 1 Year,No,38628,152,244,0
203665,Female,26,1,28,1,< 1 Year,No,33946,152,38,0
91347,Male,44,1,18,0,1-2 Year,No,32336,124,246,0
88868,Female,38,1,15,1,1-2 Year,No,45164,160,56,0
12806,Female,23,1,33,1,< 1 Year,No,41966,152,16,0
73771,Female,25,1,21,0,< 1 Year,Yes,31264,152,259,0
112522,Male,25,1,11,1,< 1 Year,No,38139,152,140,0
78868,Female,61,1,3,0,1-2 Year,Yes,2630,156,156,0
65408,Female,25,1,15,0,< 1 Year,Yes,33243,152,68,0
298824,Female,30,1,50,1,< 1 Year,No,35234,152,47,0
204497,Female,40,1,15,0,1-2 Year,Yes,32687,156,199,1
168053,Male,22,1,46,1,< 1 Year,No,24929,152,205,0
188897,Female,63,1,3,1,1-2 Year,No,22828,26,154,0
209563,Male,45,1,3,0,> 2 Years,Yes,24370,26,215,0
303244,Male,30,1,12,0,< 1 Year,Yes,28161,152,62,0
135540,Male,76,1,28,0,1-2 Year,Yes,41971,124,100,0
171004,Male,42,1,8,0,1-2 Year,Yes,40375,26,137,1
192343,Male,38,1,38,0,1-2 Year,Yes,29235,124,192,0
155437,Male,48,1,3,1,1-2 Year,No,40584,124,230,0
261452,Male,67,1,21,1,1-2 Year,No,46454,124,175,0
116694,Female,62,1,28,0,1-2 Year,Yes,38136,157,243,0
46696,Male,42,1,46,0,1-2 Year,Yes,33727,124,139,1
222229,Female,23,1,6,1,< 1 Year,No,31188,152,194,0
288127,Male,49,1,20,0,1-2 Year,Yes,2630,26,13,0
167058,Male,32,1,30,0,1-2 Year,Yes,61597,124,153,0
37859,Female,25,1,11,1,< 1 Year,No,22131,152,31,0
320086,Female,26,1,46,0,< 1 Year,Yes,2630,152,84,0
374984,Female,46,1,8,0,1-2 Year,Yes,2630,154,218,1
111222,Male,33,1,28,1,< 1 Year,Yes,32111,154,218,0
114221,Male,20,1,47,0,< 1 Year,Yes,31267,160,59,0
163908,Male,32,1,28,0,1-2 Year,Yes,27297,124,39,1
207182,Male,26,1,8,1,< 1 Year,No,29839,152,262,0
235380,Female,25,1,30,0,1-2 Year,Yes,2630,157,186,0
217597,Male,67,1,28,0,> 2 Years,Yes,32076,124,290,0
210022,Male,37,1,3,1,1-2 Year,No,31380,152,297,0
132206,Female,65,1,50,0,> 2 Years,Yes,45477,26,124,0
373930,Male,53,1,28,0,1-2 Year,Yes,51709,29,104,1
151985,Male,25,1,15,0,< 1 Year,Yes,36295,160,252,0
282215,Female,23,1,41,0,< 1 Year,Yes,52488,26,24,0
54443,Female,29,1,11,1,1-2 Year,No,28502,157,180,0
347989,Female,27,1,46,1,< 1 Year,No,2630,152,280,0
215130,Male,59,1,28,1,1-2 Year,Yes,40626,13,261,0
286451,Female,20,1,36,0,< 1 Year,Yes,35035,160,85,0
293990,Male,26,1,6,1,< 1 Year,No,26057,152,104,0
357433,Female,24,1,28,1,< 1 Year,No,25231,152,211,0
194988,Male,21,1,25,1,< 1 Year,No,17590,152,31,0
306486,Male,25,1,30,1,< 1 Year,No,34607,152,58,0
190329,Female,21,1,26,0,< 1 Year,Yes,34000,152,98,0
294134,Male,26,1,50,0,< 1 Year,No,2630,160,120,0
372280,Male,49,1,48,1,1-2 Year,No,2630,26,181,0
44748,Female,21,1,36,1,< 1 Year,No,36985,152,16,0
353937,Male,53,1,28,0,1-2 Year,Yes,43301,122,13,0
377672,Male,48,1,50,0,1-2 Year,Yes,35109,26,172,0
175897,Female,49,1,28,0,1-2 Year,Yes,26272,13,70,0
143994,Female,44,1,46,1,1-2 Year,No,38168,124,184,0
87616,Male,45,1,28,0,1-2 Year,Yes,48031,124,290,0
29663,Male,25,1,3,0,< 1 Year,Yes,35908,152,222,1
291168,Female,68,1,3,1,1-2 Year,No,28896,26,177,0
122794,Female,77,1,17,1,1-2 Year,No,2630,124,276,0
177126,Male,27,1,3,1,< 1 Year,No,31723,152,85,0
247226,Male,44,1,28,0,1-2 Year,Yes,39398,25,289,0
50736,Male,31,1,28,0,< 1 Year,Yes,44517,124,160,1
285948,Male,46,1,8,0,> 2 Years,Yes,54144,124,135,0
56631,Female,21,1,45,0,< 1 Year,Yes,2630,152,114,0
330504,Male,47,1,28,0,1-2 Year,Yes,54002,124,153,0
62565,Male,28,1,36,0,1-2 Year,Yes,2630,157,151,0
230040,Female,66,1,28,0,1-2 Year,Yes,56676,59,44,0
255812,Male,29,1,29,1,< 1 Year,No,2630,152,13,0
301843,Male,52,1,7,0,1-2 Year,Yes,29255,124,11,1
334067,Male,34,1,36,1,< 1 Year,No,27013,152,146,0
53838,Female,24,1,33,1,< 1 Year,No,32420,151,72,0
124887,Male,28,1,9,0,< 1 Year,Yes,29762,160,265,0
170213,Female,36,1,28,0,1-2 Year,Yes,51799,124,66,0
337517,Male,57,1,12,1,1-2 Year,No,33944,124,70,0
301532,Male,61,1,28,0,1-2 Year,Yes,44763,25,279,0
226220,Female,24,1,41,0,< 1 Year,Yes,2630,156,192,0
315703,Male,80,1,28,0,> 2 Years,Yes,35004,122,241,0
107893,Male,46,1,48,0,1-2 Year,Yes,2630,26,189,1
139677,Female,43,1,11,0,1-2 Year,Yes,29850,26,213,0
176300,Male,36,1,28,0,1-2 Year,Yes,34455,31,109,1
185991,Male,65,1,28,1,1-2 Year,No,47702,26,229,0
96510,Male,51,1,28,1,1-2 Year,No,32448,122,90,0
165614,Male,49,1,28,0,1-2 Year,No,39129,52,204,0
152065,Male,25,1,37,0,< 1 Year,No,2630,152,91,0
138122,Male,72,1,8,0,1-2 Year,Yes,32001,26,116,1
28302,Male,47,1,28,0,> 2 Years,Yes,63178,26,131,0
6952,Male,21,1,16,0,< 1 Year,No,2630,160,21,0
253448,Female,33,1,28,0,< 1 Year,No,2630,1,36,0
230644,Female,24,1,4,0,< 1 Year,Yes,39552,152,65,0
146653,Female,41,1,8,0,> 2 Years,Yes,43455,124,27,1
140034,Male,28,1,28,0,1-2 Year,No,40773,24,100,0
317294,Male,43,1,8,0,1-2 Year,No,2630,156,44,0
361284,Male,35,1,41,0,1-2 Year,Yes,82060,26,40,0
11469,Female,24,1,14,0,< 1 Year,Yes,19875,152,127,0
310675,Male,70,1,28,0,1-2 Year,Yes,44602,26,235,0
276280,Male,62,1,8,0,1-2 Year,Yes,43299,7,177,0
265150,Male,48,1,8,0,1-2 Year,Yes,2630,154,98,1
21023,Female,40,1,35,0,1-2 Year,Yes,38779,26,293,0
16732,Female,25,1,29,1,< 1 Year,No,31053,152,62,0
307807,Male,53,1,21,0,1-2 Year,Yes,33166,124,183,0
365206,Female,22,1,46,1,< 1 Year,No,23628,152,40,0
204266,Male,24,1,32,1,< 1 Year,No,28014,152,231,0
57310,Male,80,1,28,1,1-2 Year,No,35081,26,56,0
118795,Male,23,1,14,0,< 1 Year,Yes,2630,152,126,0
294600,Male,37,1,28,0,< 1 Year,No,2630,1,205,0
114753,Female,27,1,49,0,< 1 Year,Yes,27547,152,122,0
360825,Male,42,1,28,1,1-2 Year,No,81745,26,47,0
169619,Male,45,1,28,0,1-2 Year,Yes,28415,122,267,0
107519,Male,55,1,28,0,1-2 Year,Yes,47646,4,196,0
45589,Male,41,1,28,0,1-2 Year,Yes,2630,124,297,0
210611,Female,21,1,45,1,< 1 Year,No,34633,160,251,0
311503,Male,38,1,46,0,1-2 Year,Yes,2630,154,10,0
72428,Female,43,1,29,0,1-2 Year,Yes,32931,124,237,1
1045,Female,65,1,28,1,1-2 Year,No,48784,26,288,0
336635,Female,51,1,8,0,1-2 Year,Yes,34722,124,119,0
189591,Male,21,1,35,1,< 1 Year,No,32784,152,299,0
46029,Male,26,1,3,1,< 1 Year,No,2630,152,19,0
109811,Female,24,1,5,0,< 1 Year,Yes,26621,152,40,0
306835,Female,24,1,15,0,< 1 Year,Yes,24570,152,234,0
207767,Male,21,1,29,1,< 1 Year,No,44172,152,237,0
192557,Male,25,1,28,1,< 1 Year,No,29865,152,191,0
324591,Male,36,1,28,1,1-2 Year,No,30195,124,181,0
344206,Male,55,1,3,0,1-2 Year,Yes,17938,124,148,0
373945,Female,72,1,28,0,1-2 Year,Yes,2630,122,196,0
103058,Male,48,1,8,0,1-2 Year,Yes,30219,124,250,1
33770,Male,53,1,28,1,1-2 Year,No,40551,124,158,0
221648,Female,53,1,46,1,1-2 Year,No,2630,160,219,0
90969,Male,30,1,28,0,< 1 Year,Yes,58718,26,33,1
160840,Male,46,1,46,0,1-2 Year,Yes,42309,26,192,0
30992,Female,24,1,18,1,< 1 Year,No,41665,152,96,0
315532,Male,22,1,41,1,< 1 Year,No,38855,152,114,0
217493,Male,25,1,11,1,< 1 Year,No,35898,152,229,0
46700,Male,47,1,50,0,1-2 Year,Yes,43710,8,22,0
123682,Male,25,1,36,1,< 1 Year,No,31541,152,50,0
376492,Male,42,1,28,0,1-2 Year,Yes,32522,124,232,0
330907,Male,43,1,41,1,1-2 Year,No,28521,124,99,0
90272,Female,43,1,28,1,1-2 Year,No,48338,26,294,0
150436,Male,24,1,29,1,< 1 Year,No,29365,152,249,0
202857,Male,40,1,28,0,1-2 Year,Yes,47166,124,252,0
195168,Male,59,1,46,1,1-2 Year,No,2630,156,229,0
250485,Female,21,1,46,1,< 1 Year,No,29789,160,199,0
284025,Female,36,1,15,0,1-2 Year,Yes,30797,154,95,0
269361,Female,64,1,8,0,1-2 Year,Yes,47368,26,258,0
313665,Male,41,1,50,0,> 2 Years,Yes,34783,67,252,0
223869,Female,66,1,29,1,1-2 Year,No,22674,26,215,0
95911,Female,36,1,46,0,1-2 Year,Yes,2630,156,287,0
360822,Female,41,1,33,1,1-2 Year,No,26103,152,82,0
312448,Female,47,1,8,0,1-2 Year,No,22568,124,70,1
127324,Female,35,1,6,0,1-2 Year,Yes,2630,124,32,1
111282,Female,22,1,28,1,< 1 Year,Yes,34084,160,120,0
373906,Male,21,1,45,0,< 1 Year,Yes,29206,160,186,0
322483,Female,23,1,8,1,< 1 Year,No,43903,151,290,0
82000,Female,28,1,6,1,< 1 Year,No,25263,152,41,0
133204,Female,71,1,6,0,> 2 Years,Yes,27822,26,115,0
62822,Female,47,1,28,1,1-2 Year,Yes,27658,26,40,0
159067,Female,29,1,47,1,< 1 Year,No,34403,152,229,0
196519,Female,59,1,49,0,1-2 Year,Yes,29520,26,118,0
300732,Male,57,1,8,0,1-2 Year,Yes,42261,124,91,0
24509,Male,46,1,28,0,1-2 Year,Yes,49018,26,298,1
288726,Female,53,1,41,0,1-2 Year,No,36421,124,150,0
43550,Male,51,1,41,0,1-2 Year,Yes,34737,26,81,1
356437,Female,22,1,28,1,< 1 Year,No,24925,152,235,0
269499,Male,64,1,8,1,1-2 Year,Yes,50033,25,162,0
250016,Male,29,1,10,1,< 1 Year,No,26936,152,143,0
